0.0005	231.832	-11.9164
0.001	0.528058	-0.0920113
0.0015	1.72616	0.0423816
0.002	1.37798	-0.0339463
0.0025	1.11267	-0.00739468
0.003	1.37403	-0.000927738
0.0035	1.85282	-0.227157
0.004	1.53377	-0.0939876
0.0045	1.22508	-0.160262
0.005	1.22342	-0.0865469
0.0055	1.29176	0.0488866
0.006	1.0485	-0.283645
0.0065	1.1634	-0.083861
0.007	0.94635	0.12078
0.0075	1.14105	-0.0508587
0.008	0.896087	-0.0510991
0.0085	0.909593	-0.0175843
0.009	0.989625	-0.0014148
0.0095	1.37311	0.0352726
0.01	1.4085	-0.0966022
0.0105	1.12121	-0.163966
0.011	1.06983	-0.0906089
0.0115	1.29897	0.0910494
0.012	0.936415	-0.067656
0.0125	1.00004	-0.481083
0.013	0.911325	0.356806
0.0135	0.913452	0.0772802
0.014	0.989838	0.0991441
0.0145	0.969077	0.0107704
0.015	0.822157	0.0249058
0.0155	1.00861	0.0392999
0.016	1.52495	-0.153607
0.0165	1.24634	-0.0756174
0.017	1.03172	-0.109365
0.0175	1.04172	-0.0258016
0.018	1.10652	0.186649
0.0185	0.939045	-0.243801
0.019	0.989368	-0.0411584
0.0195	0.96125	0.155168
0.02	1.04959	-0.0267394
0.0205	0.78144	-0.000910744
0.021	0.898374	0.00362447
0.0215	0.933411	0.0304293
0.022	1.32564	0.068214
0.0225	1.34606	-0.0548337
0.023	1.0824	-0.126338
0.0235	1.02039	-0.0523869
0.024	1.08773	-0.303327
0.0245	1.06866	0.412261
0.025	0.983044	-0.370611
0.0255	0.888534	0.25418
0.026	0.902669	0.175519
0.0265	0.969778	0.120018
0.027	0.950187	0.0398142
0.0275	0.810392	0.0307195
0.028	0.927911	0.0878829
0.0285	1.51584	-0.0872876
0.029	1.28117	-0.0841407
0.0295	0.965827	-0.0372263
0.03	1.03999	-0.062222
0.0305	1.13963	0.281664
0.031	0.936883	-0.223097
0.0315	0.981629	-0.0569728
0.032	0.968276	0.260435
0.0325	1.04411	-0.0511776
0.033	0.779152	0.0442964
0.0335	0.896439	0.0470082
0.034	0.92711	0.0152155
0.0345	1.32992	0.0944705
0.035	1.34837	-0.0271301
0.0355	1.08196	-0.100826
0.036	1.00199	0.0917892
0.0365	1.10582	-0.363322
0.037	1.07138	0.457057
0.0375	0.985719	-0.386311
0.038	0.89412	0.290706
0.0385	0.904116	0.180327
0.039	0.973767	0.138471
0.0395	0.950896	0.0226605
0.04	0.81741	0.0373282
0.0405	0.931771	0.173114
0.041	1.4631	0.00992904
0.0415	1.29158	-0.150838
0.042	1.02765	-0.0492375
0.0425	0.992246	0.0373464
0.043	1.19639	0.269081
