1.41	-0.505
1.41	-0.515

1.4	-0.495
1.39	-0.495

1.42	-0.495
1.43	-0.495

1.39	-0.485
1.38	-0.485

1.43	-0.485
1.44	-0.485

1.39	-0.475
1.38	-0.475

1.43	-0.475
1.44	-0.475

1.38	-0.465
1.37	-0.465

1.44	-0.465
1.45	-0.465

1.38	-0.455
1.37	-0.455

1.44	-0.455
1.45	-0.455

1.38	-0.445
1.37	-0.445

1.44	-0.445
1.45	-0.445

1.37	-0.435
1.36	-0.435

1.44	-0.435
1.45	-0.435

1.37	-0.425
1.36	-0.425

1.44	-0.425
1.45	-0.425

1.37	-0.415
1.36	-0.415

1.45	-0.415
1.46	-0.415

1.37	-0.405
1.36	-0.405

1.45	-0.405
1.46	-0.405

1.37	-0.395
1.36	-0.395

1.45	-0.395
1.46	-0.395

1.36	-0.385
1.35	-0.385

1.45	-0.385
1.46	-0.385

1.36	-0.375
1.35	-0.375

1.45	-0.375
1.46	-0.375

1.36	-0.365
1.35	-0.365

1.45	-0.365
1.46	-0.365

1.36	-0.355
1.35	-0.355

1.45	-0.355
1.46	-0.355

1.36	-0.345
1.35	-0.345

1.45	-0.345
1.46	-0.345

1.36	-0.335
1.35	-0.335

1.46	-0.335
1.47	-0.335

1.36	-0.325
1.35	-0.325

1.46	-0.325
1.47	-0.325

1.35	-0.315
1.34	-0.315

1.46	-0.315
1.47	-0.315

1.35	-0.305
1.34	-0.305

1.46	-0.305
1.47	-0.305

1.35	-0.295
1.34	-0.295

1.46	-0.295
1.47	-0.295

1.35	-0.285
1.34	-0.285

1.46	-0.285
1.47	-0.285

1.35	-0.275
1.34	-0.275

1.46	-0.275
1.47	-0.275

1.35	-0.265
1.34	-0.265

1.46	-0.265
1.47	-0.265

1.35	-0.255
1.34	-0.255

1.46	-0.255
1.47	-0.255

1.35	-0.245
1.34	-0.245

1.46	-0.245
1.47	-0.245

1.35	-0.235
1.34	-0.235

1.46	-0.235
1.47	-0.235

1.35	-0.225
1.34	-0.225

1.46	-0.225
1.47	-0.225

1.34	-0.215
1.33	-0.215

1.46	-0.215
1.47	-0.215

1.34	-0.205
1.33	-0.205

1.46	-0.205
1.47	-0.205

1.34	-0.195
1.33	-0.195

1.46	-0.195
1.47	-0.195

1.34	-0.185
1.33	-0.185

1.46	-0.185
1.47	-0.185

1.34	-0.175
1.33	-0.175

1.46	-0.175
1.47	-0.175

1.34	-0.165
1.33	-0.165

1.46	-0.165
1.47	-0.165

1.34	-0.155
1.33	-0.155

1.46	-0.155
1.47	-0.155

1.34	-0.145
1.33	-0.145

1.46	-0.145
1.47	-0.145

1.34	-0.135
1.33	-0.135

1.46	-0.135
1.47	-0.135

1.34	-0.125
1.33	-0.125

1.47	-0.125
1.48	-0.125

1.34	-0.115
1.33	-0.115

1.47	-0.115
1.48	-0.115

1.34	-0.105
1.33	-0.105

1.47	-0.105
1.48	-0.105

1.34	-0.095
1.33	-0.095

1.47	-0.095
1.48	-0.095

1.34	-0.085
1.33	-0.085

1.47	-0.085
1.48	-0.085

1.34	-0.075
1.33	-0.075

1.47	-0.075
1.48	-0.075

1.34	-0.065
1.33	-0.065

1.47	-0.065
1.48	-0.065

1.34	-0.055
1.33	-0.055

1.47	-0.055
1.48	-0.055

1.34	-0.045
1.33	-0.045

1.47	-0.045
1.48	-0.045

1.34	-0.035
1.33	-0.035

1.47	-0.035
1.48	-0.035

1.34	-0.025
1.33	-0.025

1.46	-0.025
1.47	-0.025

1.33	-0.015
1.32	-0.015

1.46	-0.015
1.47	-0.015

1.33	-0.005
1.32	-0.005

1.46	-0.005
1.47	-0.005

1.33	0.005
1.32	0.005

1.46	0.005
1.47	0.005

1.33	0.015
1.32	0.015

1.46	0.015
1.47	0.015

1.33	0.025
1.32	0.025

1.46	0.025
1.47	0.025

1.33	0.035
1.32	0.035

1.46	0.035
1.47	0.035

1.33	0.045
1.32	0.045

1.46	0.045
1.47	0.045

1.33	0.055
1.32	0.055

1.46	0.055
1.47	0.055

1.33	0.065
1.32	0.065

1.46	0.065
1.47	0.065

1.33	0.075
1.32	0.075

1.46	0.075
1.47	0.075

1.33	0.085
1.32	0.085

1.46	0.085
1.47	0.085

1.33	0.095
1.32	0.095

1.46	0.095
1.47	0.095

1.33	0.105
1.32	0.105

1.46	0.105
1.47	0.105

1.33	0.115
1.32	0.115

1.46	0.115
1.47	0.115

1.33	0.125
1.32	0.125

1.46	0.125
1.47	0.125

1.33	0.135
1.32	0.135

1.46	0.135
1.47	0.135

1.33	0.145
1.32	0.145

1.46	0.145
1.47	0.145

1.33	0.155
1.32	0.155

1.46	0.155
1.47	0.155

1.33	0.165
1.32	0.165

1.46	0.165
1.47	0.165

1.33	0.175
1.32	0.175

1.46	0.175
1.47	0.175

1.34	0.185
1.33	0.185

1.46	0.185
1.47	0.185

1.34	0.195
1.33	0.195

1.46	0.195
1.47	0.195

1.34	0.205
1.33	0.205

1.46	0.205
1.47	0.205

1.34	0.215
1.33	0.215

1.45	0.215
1.46	0.215

1.34	0.225
1.33	0.225

1.45	0.225
1.46	0.225

1.34	0.235
1.33	0.235

1.45	0.235
1.46	0.235

1.34	0.245
1.33	0.245

1.45	0.245
1.46	0.245

1.34	0.255
1.33	0.255

1.45	0.255
1.46	0.255

1.34	0.265
1.33	0.265

1.45	0.265
1.46	0.265

1.34	0.275
1.33	0.275

1.45	0.275
1.46	0.275

1.34	0.285
1.33	0.285

1.45	0.285
1.46	0.285

1.34	0.295
1.33	0.295

1.45	0.295
1.46	0.295

1.34	0.305
1.33	0.305

1.45	0.305
1.46	0.305

1.34	0.315
1.33	0.315

1.45	0.315
1.46	0.315

1.34	0.325
1.33	0.325

1.44	0.325
1.45	0.325

1.34	0.335
1.33	0.335

1.44	0.335
1.45	0.335

1.34	0.345
1.33	0.345

1.44	0.345
1.45	0.345

1.35	0.355
1.34	0.355

1.44	0.355
1.45	0.355

1.35	0.365
1.34	0.365

1.44	0.365
1.45	0.365

1.35	0.375
1.34	0.375

1.44	0.375
1.45	0.375

1.35	0.385
1.34	0.385

1.44	0.385
1.45	0.385

1.35	0.395
1.34	0.395

1.43	0.395
1.44	0.395

1.35	0.405
1.34	0.405

1.43	0.405
1.44	0.405

1.35	0.415
1.34	0.415

1.43	0.415
1.44	0.415

1.35	0.425
1.34	0.425

1.43	0.425
1.44	0.425

1.36	0.435
1.35	0.435

1.43	0.435
1.44	0.435

1.36	0.445
1.35	0.445

1.42	0.445
1.43	0.445

1.36	0.455
1.35	0.455

1.42	0.455
1.43	0.455

1.36	0.465
1.35	0.465

1.42	0.465
1.43	0.465

1.37	0.475
1.36	0.475

1.41	0.475
1.42	0.475

1.37	0.485
1.36	0.485

1.41	0.485
1.42	0.485

1.38	0.495
1.37	0.495

1.4	0.495
1.41	0.495

1.39	0.505
1.39	0.515

